video_id,channel_id,channel_title,title,view_count,like_count,comment_count,published_at,outlier_score
zR-jKOtkVyU,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Bank of America Preferred Rewards : Review,10548,178,33,2020-01-10 02:30:02+03:00,52.4515
mp1YuLi8BKA,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Mixed Girls Tag | Raksi Monique,8701,86,68,2014-07-31 09:39:51+03:00,40.8285
RcIE7ZVdbDo,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,NPS T1 14% Hidden Benefit with new regime | Truth no one told you!,24093,349,125,2025-11-27 13:30:31+03:00,35.7795
KQj2l-IBjGA,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Why You Feel Broke on a £50k UK Salary (And How to Fix It),26660,547,371,2026-05-20 18:45:03+03:00,14.8797
2qUWv0jcKsA,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #8 (The Personal Finance Show),22,0,0,2020-05-18 06:24:44+03:00,12.9412
mvy3aoIwZw8,UC8hRZgzTh25ZgpStQCBWOLg,Info Sphere - Personal Finance & Wealth Building,OLA Cab Business - How to Start Business With Ola By Attaching Your Car And Earn More Then Lakhs,414619,3425,300,2016-11-07 22:17:20+03:00,9.886
m8R_BKJ-F-k,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,"Microsoft President Brad Smith On Artificial Intelligence, Trump And Immigration",24635,122,12,2018-02-14 18:29:16+03:00,9.0179
lF-aS6KeWpg,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #12 (The Personal Finance Show),17,0,1,2020-06-18 06:20:36+03:00,8.5
SeF9MYtRo14,UC5xCzuZbREEHswnZc9zHK7g,Personal Finance Factory,12 genius tips to help you save money in the kitchen.,358,10,5,2023-04-28 16:00:41+03:00,7.7155
9om_NZTV6gU,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,HOW TO FILE YOUR TAXES IN CANADA USING TURBOTAX ONLINE,11393,111,65,2023-03-11 16:00:08+03:00,6.7303
Af2cT84hh8c,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,"NEW CREDIT CARD: OnePay / Walmart Credit Card Review 2025 💳 Walmart Mastercard (or ""Spend"" Card)",40857,807,168,2025-08-26 00:28:41+03:00,6.675
JvtaN8usLxg,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,the BEST financial decisions people have made,83559,2981,238,2026-05-14 18:07:41+03:00,6.5516
rUVmfReCa7M,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,33 Years Old & Here's Exactly What I'm Worth,46791,1045,244,2026-07-12 17:00:26+03:00,6.3488
waJ2B-b936E,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,"UNBOXED: ""Mirror"" American Express Platinum Has Arrived! See the latest Amex Plat version!",27936,467,133,2025-09-24 23:07:04+03:00,5.9467
DExL8nj_z0A,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Real emergency funds revealed,71141,2103,355,2026-06-18 21:05:44+03:00,5.8658
5VwBGhCww3M,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Amazon Is Shaking Up A Healthcare Industry That's Ripe For Disruption,31592,414,46,2018-02-01 21:00:03+03:00,5.5589
-ltXkCzWwiY,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,How Much € Do You Need Invested to Live Off Dividends,541883,7948,300,2026-03-10 21:00:00+03:00,5.3546
uW1J1Nt76JI,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"[LIVE] PC00055: How to Present the Best Version of Yourself with Aanont ""Non"" Wathanasin",243,6,0,2021-11-19 21:38:00+03:00,5.3083
tbAITx_aB1c,UC5xCzuZbREEHswnZc9zHK7g,Personal Finance Factory,Why it's important to save money?,82,5,0,2023-02-21 16:00:40+03:00,4.881
kAM2IOY_zFg,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Jim Chanos Says Elon Musk Just Told His 'Biggest Whopper' About Tesla Yet,11780,59,53,2018-02-21 19:12:34+03:00,4.7515
SCpgKvZB_VQ,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,"Jeff Bezos Talks Amazon, Blue Origin, Family, And Wealth",3020825,38317,5091,2018-05-05 23:00:01+03:00,4.451
HcytG0AdMv4,UC5xCzuZbREEHswnZc9zHK7g,Personal Finance Factory,5 methods for budgeting your money,206,7,0,2023-03-21 17:00:07+03:00,4.4301
Ry6ltF6-ykE,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,95 - Bettina Schneider,43,0,0,2019-08-15 11:53:47+03:00,4.3
GVpc1dP4Z4k,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,100 - Financial Privilege,21,0,0,2019-09-19 11:23:41+03:00,4.2857
YYcVQfU0_fU,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,COVID-19 Weekly Update #16 (The Personal Finance Show),91,0,0,2020-07-23 03:01:28+03:00,4.1743
nnMl4NVa81Y,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How To Use Apple Pay,4129371,35336,1666,2019-10-25 16:28:20+03:00,4.1438
8tVmvUKJYT8,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Compound Interest Won't Make You Rich. This Will (European Investor),293901,4736,209,2026-05-21 19:00:00+03:00,4.0688
I6eae7BKCbE,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,"If I Started Investing in 2026, This is What I Would Do (Europe)",654526,12948,408,2025-10-09 20:00:31+03:00,3.8742
CWW55n-EQcs,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Increase Credit Score from 540 to 800 - 800 Credit Score from Scratch!,377,19,8,2019-11-08 02:00:02+03:00,3.8469
l7KHnox2RGc,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Everything You've Wanted To Know About Trading 212 Pies (2026 Guide) 🥧,5358,99,37,2026-02-13 19:01:19+03:00,3.8271
st1uBQdm0_M,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,"Jim Chanos Is Worried About The Economy, But Not Because Of Inflation",7474,41,19,2018-02-20 20:56:01+03:00,3.8121
pAsONAGQNdM,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Never Link Your Main Bank Account to UPI | Simple Safety Rule #upi  #upisafety  #personalfinance,1196,14,3,2026-03-06 10:00:49+03:00,3.7908
ivHAxHBiO2I,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,[LIVE] MyPF PodCat E00057: How to Mitigate Risk when Investing,242,6,0,2022-04-20 20:59:42+03:00,3.7578
_sVCb_keFxE,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,BEST Cash Back Credit Cards 2025 💳 Get 5% (more?) cash back on many of your biggest purchases! 👀,30108,734,81,2025-07-10 23:27:38+03:00,3.6023
GMjM0o4GeY0,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,From Sunlife to Questrade // transferring investments,2085,28,20,2023-12-26 02:00:05+03:00,3.4612
Qy9G9nhf7xs,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,18 Years of ETF Investing: My Worst Mistakes (European Investor),667270,14057,432,2025-11-06 20:00:48+03:00,3.4462
2o1aTVqJpCI,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,An American’s FIRE Plan: Why He’ll Retire in India #financialindependence #viral #india,1356,13,1,2026-01-30 17:32:08+03:00,3.4329
6c6VPn9vlEI,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,my first margin call with interactive brokers,1375,16,11,2023-11-21 02:00:02+03:00,3.3734
WezZx2_4Qig,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,2025 BEST CREDIT CARDS 💳 Best Cash Back Credit Cards + Best Travel Credit Cards + + + +,33382,813,86,2025-01-10 01:15:37+03:00,3.2623
rUwvZ5LFIX0,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,2 reasons for switching to IBKR,3853,63,72,2023-01-02 02:40:06+03:00,3.1128
S9InNdQhFwc,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Using Your Money To Be Happier,785665,26974,1278,2026-05-03 13:00:00+03:00,3.0003
Q4c8d6gAa-k,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,12 Key Points to Consider Before Taking a Car Loan in India,8,0,0,2025-12-24 14:06:15+03:00,3.0
mqYbodrTpSc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,how much people make | salary transparency,45212,1047,377,2026-05-28 19:34:47+03:00,2.9237
liSUv7RBZ_I,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"Fidelity: How to transfer funds, invest, auto-invest, reinvest dividends, lock your account and more",24133,1098,51,2026-08-09 19:10:46+03:00,2.9023
bEEWUbxpmpE,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,BEST Credit Cards for Bad Credit 2025 - Unsecured Credit Cards for Low Credit Scores,27017,564,67,2025-01-24 00:47:05+03:00,2.861
z3siOnXovr4,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,The Unofficial History of Personal Finance Series - E1,106,1,2,2024-07-06 19:00:36+03:00,2.7895
j4H9LL7A-nQ,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Renting vs. Buying a Home: What People Get Wrong,897468,27948,5669,2025-05-11 15:01:13+03:00,2.7627
TEEBvqouuyw,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How Jeff Bezos Makes And Spends His Billions,3508393,54916,5210,2018-12-25 19:00:02+03:00,2.7268
vJZYF2yNdtI,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"The Moneymalist Show: Minimalism, Back to Basics",150,6,0,2022-03-13 23:07:35+03:00,2.7027
dJiP1Mo-sMg,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,I Turned 34. Here Are 34 Money Truths I Wish I Knew at 20,3765,58,25,2026-06-30 18:30:23+03:00,2.6818
e8HZxOvqCXI,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,"Learn More, Earn More",8,0,0,2025-12-31 19:14:00+03:00,2.6667
a8sWQMAH3ns,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Personal Finance 101 | Raksi Monique,233,14,0,2019-03-29 01:00:00+03:00,2.6092
vmaddo3je-M,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,People's Biggest Money Regrets,34658,1035,149,2026-06-25 17:00:04+03:00,2.6034
YHq-uutAWf4,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Best Strategy to Invest €500/month in Europe,130897,2373,154,2026-07-09 20:45:26+03:00,2.5871
-nPon8Ad_Ug,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Most Controversial Paper in Finance,919601,21322,1792,2025-03-30 15:00:01+03:00,2.5739
Jr6RvzLjknY,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Trading 212 Hotlist: The 5 Most Owned ETFs by Real Investors,3519,92,28,2026-03-22 21:42:38+03:00,2.4878
14V7q4gHKFo,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Rise of ETF Slop,505646,12580,1187,2026-01-11 14:00:03+03:00,2.4722
2iJeUNtvY0c,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,"The Best Investment Strategies by Monthly Income in Europe: €1K, €2K, €4K+",233535,4068,215,2026-01-22 21:00:03+03:00,2.425
aTNqpKLtu5A,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"WVA: 'Pelbagaikan Pelaburan Semasa Pasaran Tidak Menentu' Buletin Utama TV3, 4 Januari 2022",109,3,0,2022-01-05 11:19:41+03:00,2.4009
wLUshd-b6Lc,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Overstock CEO And Bitcoin Pioneer Explains His Long-Standing Crypto Play And His Philosophy On Life,6334,119,20,2018-02-23 23:47:51+03:00,2.3591
YiHhe5UzCsA,UCaOm0WoOuPZJPl7GOsprzEw,Personal Finance Declutter,Baby Expenses : Pre-Birth through First Year!,257,5,5,2019-11-01 04:14:36+03:00,2.3516
4-p1YrCxTxw,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,"Credit Cards Made Me ₹60,000 (No Extra Spend) #creditcard #shorts",449,9,1,2026-04-13 14:00:06+03:00,2.3333
1Ob-hAYCnJE,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Investing 101,321460,11476,591,2025-11-09 16:00:06+03:00,2.3162
UiYaYN61cFs,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,people plan to retire early,30121,836,164,2026-06-11 19:02:29+03:00,2.3061
dyd4aFGDrx8,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,one cool way to sell a credit spread with IBKR,2729,33,32,2023-10-17 01:00:19+03:00,2.2595
JScnJViV5Ys,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,How I Spot Weak Spots in My Portfolio,2701,24,24,2026-07-12 20:00:13+03:00,2.2311
MOjS2zuQMdo,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Most Important Lessons in Investing,216941,9708,390,2024-04-12 00:02:13+03:00,2.216
mmHSBNQiehM,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,How to Become a Millionaire in Europe on a 9-5 Salary,332007,8209,330,2025-09-25 20:01:14+03:00,2.1985
5GL6-CQmOx0,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,Getting to Know Your Licensed Financial Planner: Asad Safuan,108,5,0,2022-10-25 14:29:18+03:00,2.16
VbnN5sgRThA,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW CREDIT CARD: Alaska Airlines Atmos Rewards Summit Visa Review - Luxury Travel Card Worth $395?,18309,334,57,2025-08-21 00:40:00+03:00,2.1286
krFcY0h54Vg,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,WVA: How Financial Planner Stephanie helped Rofidah save for children's education,175,0,0,2022-04-09 08:42:12+03:00,2.1186
NZnNMlrSV0E,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,10% Credit Card Interest — Here’s What It Means for YOU #investment #creditcard #finance,714,7,1,2026-01-26 14:00:41+03:00,2.1099
MoVQo4sAlpY,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,How to Prepare for the Next Stock Crash (European Investor),359662,7299,242,2025-11-27 20:45:02+03:00,2.0983
r4nua8mO-hQ,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,How Many ETFs Should You Really Own? (European investor),109834,2186,164,2026-07-02 20:15:09+03:00,2.0625
0lRopBrPd1g,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,How To: Earn Passive Income (EARN MONEY WHILE YOU SLEEP!) | Raksi Monique,127,7,2,2019-06-28 01:00:01+03:00,2.0418
r8mJihY_33g,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,How to close a put spread with IBKR,4789,40,6,2023-09-23 16:55:23+03:00,2.0065
rG238vNSngk,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,How to read your Canadian tax return part 1,910,19,9,2023-11-16 02:00:08+03:00,2.004
W8quCDfnYTs,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,Funding my IBKR account,2588,43,24,2022-12-31 18:50:13+03:00,1.9831
XUU12Q1KBd4,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,98 - Sarah Li Cain,18,0,0,2019-09-05 11:29:41+03:00,1.9565
nbt6GNAl4vI,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,no risk options trade to make 5% yield,616,19,15,2023-10-31 01:00:21+03:00,1.9506
DBsjUMRxZww,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Do THIS to Protect Your Money From Geopolitical Risk (European Investor),226354,5234,238,2026-01-15 21:00:16+03:00,1.9419
z4zICt0QXNY,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Want to buy a House? Here's how to START | Raksi Monique,107,15,8,2019-07-26 01:00:09+03:00,1.9349
4rxb8WlLzbM,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,"[LIVE] MyPF PodCat E00056: Simplifying Investing for Malaysians with Mr. Ian, KDI",159,4,0,2022-04-14 20:41:21+03:00,1.9343
QiN0bE8T2og,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,[LIVE] MyPF PodCat E00059: How to Build Wealth Like the Top 1% with Jerry Fetta,83,2,1,2022-05-25 16:37:27+03:00,1.9258
sk2uDTm0BDc,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Trading 212 Cash ISA Review,2778,91,20,2026-03-27 22:04:55+03:00,1.9248
xE8hGUB7rZ4,UCo51Rs98MWHpV8EQblE9dcA,Personal Finance School,Lock Your SIM Prevent SIM Swap Fraud Now,7,1,0,2025-12-26 10:31:34+03:00,1.9091
ax6D7cm9lsQ,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Investing in Crypto: Should You Do It?,92,6,0,2022-01-08 04:35:05+03:00,1.8891
37rJjbsuVFA,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Why Full Financial Planning?,92,0,0,2022-02-19 04:37:12+03:00,1.8437
pn6YouGzrXc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,"People Reveal Their Financial ""Hot Takes""",19581,664,122,2026-07-30 19:18:30+03:00,1.8291
1lg28eZjpUc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Watching People's Financial Rules,19406,712,66,2026-07-23 23:20:54+03:00,1.8278
K-U6eoICrYQ,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Why You Will (Probably) Lose Money Trading Options,246944,7796,996,2024-10-27 15:00:18+03:00,1.822
zXZfUV92eUc,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,New American Express Credit Card(s) Coming? 💳 New Trademark Applications Suggest Something's Brewing,12461,398,60,2025-04-29 23:37:11+03:00,1.808
Lgebjk5MqIk,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Here's What Jim Chanos Is Tired Of Hearing About From Wall Street And Silicon Valley,4863,21,11,2018-02-22 16:00:02+03:00,1.8004
YOFUEuyISmU,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,I’m starting over at 34 - here’s why,1604,70,10,2026-08-08 20:54:33+03:00,1.7836
a4i3fY3LNOc,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,people are hitting all time high net worths,20713,646,184,2026-06-05 03:32:23+03:00,1.778
igjlM6LhXuA,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,Economist Rogoff: Cryptocurrencies Will Eventually Be Regulated And Issued By The Government.,14093,222,106,2018-02-03 01:18:39+03:00,1.7637
HhO25Sed1D8,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,Watching people pay off debt,21009,856,97,2026-07-17 02:25:10+03:00,1.7636
iGUGJK0fFHI,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,"BEST No Annual Fee, No Foreign Transaction Fee Credit Cards for international travel 💳✈✈✈",14436,368,57,2025-04-15 23:35:57+03:00,1.7632
fLsvbuZal4c,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,NEW: Chase Sapphire Preferred LOSING 25% Redemption Bonus Thru Chase Travel 🤮,17333,438,139,2025-06-19 23:28:47+03:00,1.7529
UCI2V3tNwcA,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Are You Ready to Retire? 🤔🧓,94,4,0,2021-12-11 04:35:38+03:00,1.7279
Vk_pus445Dk,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,(WVA): Getting to Know Your Licensed Financial Planner: Fari Kadir,96,0,0,2022-11-11 15:36:19+03:00,1.6991
D-dufrgynFc,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: Changing Your Retirement Mindset 💰🧓,88,4,0,2022-08-06 04:32:42+03:00,1.6858
uHTPB_2_Z68,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Financial Reset? Start here! | Raksi Monique,83,11,16,2020-07-03 01:00:13+03:00,1.6841
FWmGeDz1RWo,UCgqU4kDON1LwuBbtmlSO9-g,Panda Boss - Personal Finance & Bossing Life,Half the UK is quietly working a second job,1507,36,9,2026-07-27 11:58:08+03:00,1.6711
TuAYlfRnYgg,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,5 Reasons to have Multiple Bank Accounts| Raksi Monique,100,5,4,2019-05-17 01:00:03+03:00,1.6639
w9JIiWRiBm0,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,I'm 61 with €1.1M. Can I Retire Now and Spend €5K a Month?,101593,1084,115,2026-08-06 19:45:33+03:00,1.6495
Q-CLAv16XYs,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,3 Years In: Are My 10 Goals Still on Track?,15737,568,76,2026-07-22 03:28:32+03:00,1.6291
X9FlmtKibHM,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Financial Doctor Show: RM10K EPF Withdrawal: Needs or Wants?,118,0,0,2022-03-19 04:35:05+03:00,1.6231
_i60uGChwv8,UCDdVWGejfB3_M57sWv3yniQ,ProudMoney - Credit Cards & Personal Finance,Easiest Approval Credit Cards in 2025? 💳 Which no annual fee unsecured cards offer easy approval?,14589,463,46,2025-08-28 19:35:59+03:00,1.6111
U2ujDSvAPzo,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Small Island Amazon Affiliate: Sign up and Strategy | Raksi Monique,81,10,2,2020-07-10 01:00:08+03:00,1.5987
uAKdIhuEMRM,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,The Iran Crisis – What Should European Investors Do?,215491,4313,158,2026-03-02 19:04:06+03:00,1.5934
7xPlZUzJbJc,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,"The ""AI Bubble""",334067,0,0,2025-12-14 16:00:00+03:00,1.5824
0Dg69ocOVE8,UCUmkohNO9C1P0asCjedURvw,Personal Finance for Teens,Credit Cards 101,167,1,0,2020-04-05 22:48:09+03:00,1.5755
ygVObRx9X68,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,Covered Calls: A Devil's Bargain,205970,6373,1635,2025-09-14 15:01:49+03:00,1.5619
4PO92Ayx7BM,UCMw07uiVxGULqePlrOZnx9A,Personal Finance with Leila - Debt Over It,people share how much they make at their jobs | salary transparency,16003,438,119,2026-08-06 18:36:37+03:00,1.5313
vPXt1zURzY0,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,Monthly Finance Routine (of a Millenial) | Raksi Monique,103,10,6,2019-05-31 01:00:05+03:00,1.5259
EiRAMR8ixEA,UCnMn36GT_H0X-w5_ckLtlgQ,Financial Education,Im Going to LOAD THE BOAT on this Stock Now‼️,161810,8285,1235,2026-07-30 03:03:26+03:00,1.5255
yQQcUhGEHe4,UC8hRZgzTh25ZgpStQCBWOLg,Info Sphere - Personal Finance & Wealth Building,Best Car For Ola Or Uber ? Which Curb Your Expense And Maximize Your Profit ..,54245,487,65,2017-01-10 15:58:43+03:00,1.5064
d7wnAw7ufG4,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Biggest Mistakes in Personal Finance,389738,11021,758,2026-02-08 14:00:00+03:00,1.5006
pFzKrl9bKjo,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,NPS Can Increase Your Investment by 50% — Same Salary #NPS #personalfinance,304,8,1,2026-04-08 10:00:42+03:00,1.4959
syRdmcuhwDw,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,WOW I'm actually impressed by Interactive Brokers for doing this,958,23,18,2023-12-09 02:00:34+03:00,1.4868
HcDaVYOEUwk,UCN2kIpBA_A3aVjcR67HnFng,My Personal Finances,The Moneymalist Show: Gajet dan Bajet 💻,103,5,0,2022-04-24 23:10:32+03:00,1.4756
Tot1Qr8X0N0,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Is India the preferred country for Retirement? #personalfinance  #fireindia #financialindependence,724,11,3,2026-02-27 08:00:39+03:00,1.4751
uNe4D_sBPMc,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,HUGE!!! Fashion Nova HAUL with Pics!!! | Raksi Monique,288,18,5,2017-12-15 01:00:01+03:00,1.4671
qMQxIW-BVUw,UCBxa4d96Gq2GAbIBkbw9nzg,The Personal Finance Show,99 - Beth MacMillan,13,0,0,2019-09-12 12:19:05+03:00,1.4607
Esn3Cc0_fns,UCve6AcM_V7mnpBCl9TFjRRg,Your Personal Finance 360,Your Main Bank Account Is at Risk on UPI — Fix This  #personalfinanceindia #investment #cybersafety,707,17,3,2026-02-23 15:49:36+03:00,1.4538
pGgpGP3swmE,UCDXTQ8nWmx_EhZ2v-kp7QxA,Ben Felix,The Most Controversial Topics in Personal Finance,503039,14290,1789,2025-05-25 15:01:21+03:00,1.4459
hNB7RTKfbug,UC-5JG7ApVwWgIIg0bDSy5_Q,Personal Finance Insider,How Bill Gates Makes And Spends His Billions,2086291,32677,2841,2019-01-23 19:00:03+03:00,1.4253
uXq789_MPo4,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Why Stocks Are RISING While the Economy Is STRUGGLING? (European Investor),137824,2391,93,2026-05-07 19:30:34+03:00,1.4253
lmJ-cfhXNGk,UCUmkohNO9C1P0asCjedURvw,Personal Finance for Teens,Saving 101,156,4,0,2020-04-05 22:48:18+03:00,1.4225
7KvER_7YwUQ,UCk_TpncJMwQvCyqvLVp2SNw,Raksi Monique Personal Finance,"CLOTHING HAUL with Pics !!! - ShowPo, Fabletics, ShoeDazzle, FashionNova | Raksi Monique",205,34,2,2017-12-29 01:00:00+03:00,1.406
zWPq0UQ3Akc,UChWBKpyL-WNwnuMdrpUvR_Q,Shihab Personal Finance,How to sell SPX 0DTE with Questrade with bracket order,1580,31,22,2022-12-24 02:00:23+03:00,1.3981
foLPERpzRzI,UC9TwYQOO9mAxoF4v8ZioySg,Tom Crosshill,Should You Buy Gold in 2026? (European Investor),166105,3271,288,2026-01-29 21:00:45+03:00,1.3889
